category_name,brand_name,r_within,n_q,reliability,max_attainable_r
Skincare (Female Only),Benzac,0.0857232671272395,26,0.5130759267384433,0.716293184902972
Skincare (Female Only),Bondi Sands,0.5215648763064639,26,0.439566244643447,0.6629979220506252
Skincare (Female Only),Boost Lab,-0.931732716458268,11,0.36743020058359416,0.606160210326935
Skincare (Female Only),CeraVe,0.1435543396507391,26,0.6921391799151307,0.8319490248297252
Skincare (Female Only),Drunk Elephant,0.7129658243122302,21,0.254191143765627,0.5041737237953074
Skincare (Female Only),Frank Body,0.5511186066309312,26,0.44446893537516846,0.6666850346116736
Skincare (Female Only),Go-To,0.6094118358374706,24,0,0
Skincare (Female Only),Kiehl's,-0.3853640368855836,26,0.8073311878244999,0.8985161032638758
Skincare (Female Only),La Roche-Posay,0.3657680498340932,24,0.5085399621316632,0.713119879215033
Skincare (Female Only),MCoBeauty,-0.08935517060129397,26,0.696669936367778,0.8346675603902298
Skincare (Female Only),Mecca Cosmetica,0.39881196679677716,19,0.0831697425487087,0.2883916478483881
Skincare (Female Only),Paula's Choice,0.34010879873749095,21,0,0
Skincare (Female Only),Revolution,-0.42289663226752,26,0,0
Skincare (Female Only),Soap & Glory,-0.12486290952922956,26,0.18961654049326396,0.4354498139777579
Skincare (Female Only),Software,0.21160669960264245,26,0.41569510367573526,0.6447442156977721
Skincare (Female Only),Sol de Janeiro,-0.09846884041078245,26,0.5508528995192364,0.7421946506943017
Skincare (Female Only),Sukin,0.6735627043603116,26,0.9223605430642775,0.9603960344900834
Skincare (Female Only),The Body Shop,-0.23510699197194804,26,0.9794929895057546,0.9896933815610542
Skincare (Female Only),The Inkey List,0.8052720466121975,26,0,0
Skincare (Female Only),The Ordinary,0.7160367556760808,24,0.2071142867446334,0.4550981067249493
Skincare (Female Only),Ultra Violette,-0.5497020378027522,21,0.2070967921845051,0.4550788856720394
Skincare (Female Only),endota,-0.40357791116893243,26,0.9491244501515863,0.9742301833507245
Skincare (Female Only),tbh Skincare,0.709029513513628,26,0.5165094410683589,0.718685912668642
Social Media Platforms,Facebook,0.5804575981108557,18,0.24830908432217771,0.4983062154159606
Social Media Platforms,Instagram,-0.6258863401831879,18,0.45495483988800894,0.674503402428786
Social Media Platforms,Pinterest,0.7086227524885497,18,0.9683549662425049,0.9840502864399283
Social Media Platforms,Reddit,0.42412072106573934,18,0.3235551077134348,0.5688190465459423
Social Media Platforms,Snapchat,-0.7646346419362057,18,0.4897259558764132,0.6998042268209111
Social Media Platforms,Threads,0.1745387722199789,18,0.040612594557916576,0.20152566724344712
Social Media Platforms,TikTok,-0.3859176831527475,18,0.5921216329325798,0.7694944008455031
Social Media Platforms,Twitch,0.5361704072688722,18,0.843291405560426,0.9183089924205392
Social Media Platforms,Twitter,0.08453560146479236,18,0.4829574096394783,0.6949513721401508
Social Media Platforms,X,-0.2026276124786182,18,0,0
Streetwear,Culture Kings,0.6929093235065222,22,0.13488117500088914,0.3672617254777431
Streetwear,Foot Locker,-0.1731659829262837,22,0.49719371609484636,0.7051196466521454
Streetwear,General Pants Co.,0.1886458643089753,12,0.07689774212116915,0.2773044213877037
Streetwear,JD Sports,-0.8477959006639296,22,0,0
Streetwear,PUSHAS,0.3859947440391333,22,0.492176331224764,0.7015528000263159
Streetwear,Stateside Sports,-0.07912649943457074,22,0.22206270465775987,0.4712352964897259
Sugar confectionery,Allens,-0.1295601795173181,25,0.11671705815044751,0.3416387831474166
Sugar confectionery,Darrell Lea,-0.2453174184920275,29,0.3971463335076104,0.6301954724588319
Sugar confectionery,Double ‘D’,-0.2984492903093542,21,0,0
Sugar confectionery,FUNDAY,0.5019485269791473,21,0.48920374587452836,0.6994310158082271
Sugar confectionery,Haribo,0.5279419770259065,29,0,0
Sugar confectionery,Life Savers,0.22849545355847875,29,0.2931236021213404,0.5414089047303714
Sugar confectionery,Pascall,-0.09348827984013491,29,0.9785307510020883,0.98920713250668
Sugar confectionery,Skittles,0.922531314398734,29,0,0
Sugar confectionery,Sour Patch,-0.03819612234692197,25,0,0
Sugar confectionery,The Natural Confectionery Co.,-0.8651945552762478,25,0.4517087100307602,0.672092783796077
Sugar confectionery,Well Naturally,0.5200163361908491,19,0.6169816301279072,0.7854817821744227
Yoghurt,Chobani,0.23863428922837385,22,0.6375042647397698,0.798438641812738
Yoghurt,Chobani Fit,0.789909167251308,22,0.8591450482626617,0.926900775845323
Yoghurt,Cocobella,0.019265044366518786,22,0.15317501282824955,0.39137579489315577
Yoghurt,Danone,0.02684252698203018,22,0.8377588106982795,0.9152916533533338
Yoghurt,Gippsland Dairy,-0.0395286375171726,22,0.6305345183491765,0.7940620368391732
Yoghurt,Tamar Valley,-0.16722830072728015,22,0.9847026115014507,0.992321828592645
Yoghurt,Vaalia,-0.46435054107704493,22,0.9532156009772195,0.9763276094514687
Yoghurt,Vitasoy,0.4543623842120205,22,0.36886958625668814,0.6073463478581954
Yoghurt,Yakult,-0.2640266438123526,22,0.9441023177235665,0.9716492771178119
Yoghurt,YoPro,0.06370592974272336,22,0.3799785797724875,0.6164240259533104
