lag_months,mean_r,n_brands,run
2,-0.018562123351563164,371,placebo_98
3,-0.012028478486972692,362,placebo_98
-3,-0.03526383058761353,359,placebo_99
-2,-0.020460387717218597,368,placebo_99
-1,-6.201392290606682e-4,378,placebo_99
0,0.012169811078179117,379,placebo_99
1,0.019893657029067133,379,placebo_99
2,0.027235400572266904,369,placebo_99
3,0.014812912573115502,360,placebo_99
-3,-0.0049781266136866564,357,placebo_100
-2,-0.021496983587740687,366,placebo_100
-1,-0.025095810690542182,375,placebo_100
0,-0.028885180654217697,375,placebo_100
1,-0.020403620031571146,375,placebo_100
2,-0.011662040361061124,366,placebo_100
3,-0.010739156109772791,357,placebo_100
